property_id,title,city,location,property_type,bhk,price,area_sqft,floor,total_floors,parking,furnished,amenities,metro_distance_km,availability,description
PROP-1127,3 BHK Penthouse in The Grand Homes,Delhi,Mayur Vihar,Penthouse,3,15350000,1840,13,32,True,Semi-Furnished,Gym; Community Hall; Power Backup; EV Charging; Lift; Intercom,2.4,Available Now,"Fictional 3 BHK penthouse in Mayur Vihar, Delhi. 1840 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.4 km from the nearest metro connection. Located near East Delhi with a range of community amenities."
PROP-1128,4 BHK Builder Floor in Delhi Residency,Delhi,Greater Kailash 2,Builder Floor,4,22600000,2160,7,8,True,Semi-Furnished,Jogging Track; Gym; Power Backup; Clubhouse; Park; Visitor Parking; CCTV; Lift; Children's Play Area,3.0,Available Now,"Fictional 4 BHK builder floor in Greater Kailash 2, Delhi. 2160 sq ft home with semi-furnished interiors, dedicated parking, approximately 3.0 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1129,3 BHK Builder Floor in Royal Residency,Delhi,Janakpuri,Builder Floor,3,12950000,1800,8,10,False,Fully Furnished,Visitor Parking; Gym; Power Backup; Jogging Track; Community Hall; Clubhouse; 24x7 Security; Intercom; Park,1.2,Available in 60 Days,"Fictional 3 BHK builder floor in Janakpuri, Delhi. 1800 sq ft home with fully furnished interiors, no dedicated parking, approximately 1.2 km from the nearest metro connection. Located near West Delhi with a range of community amenities."
PROP-1130,3 BHK Apartment in Capital Heights,Delhi,Pitampura,Apartment,3,11450000,1470,1,8,True,Fully Furnished,Power Backup; EV Charging; Swimming Pool; Intercom; Park; Lift; Gym,2.6,Available Now,"Fictional 3 BHK apartment in Pitampura, Delhi. 1470 sq ft home with fully furnished interiors, dedicated parking, approximately 2.6 km from the nearest metro connection. Located near North West Delhi with a range of community amenities."
PROP-1131,3 BHK Villa in Park View Homes,Delhi,Dwarka Sector 6,Villa,3,10700000,1550,6,20,True,Unfurnished,Swimming Pool; CCTV; 24x7 Security; Jogging Track; Community Hall; Lift,1.2,Available Now,"Fictional 3 BHK villa in Dwarka Sector 6, Delhi. 1550 sq ft home with unfurnished interiors, dedicated parking, approximately 1.2 km from the nearest metro connection. Located near Dwarka with a range of community amenities."
PROP-1132,4 BHK Builder Floor in City Heights,Delhi,Dwarka Sector 10,Builder Floor,4,16450000,2330,4,8,False,Fully Furnished,Lift; CCTV; Intercom; Clubhouse; Children's Play Area; Community Hall; Power Backup; Jogging Track; Swimming Pool,2.9,Available in 30 Days,"Fictional 4 BHK builder floor in Dwarka Sector 10, Delhi. 2330 sq ft home with fully furnished interiors, no dedicated parking, approximately 2.9 km from the nearest metro connection. Located near Dwarka with a range of community amenities."
PROP-1133,3 BHK Apartment in Green Court,Delhi,Rohini Sector 9,Apartment,3,11650000,1820,4,8,True,Semi-Furnished,Clubhouse; Intercom; Visitor Parking; Children's Play Area; Lift; Swimming Pool; Jogging Track,0.9,Available Now,"Fictional 3 BHK apartment in Rohini Sector 9, Delhi. 1820 sq ft home with semi-furnished interiors, dedicated parking, approximately 0.9 km from the nearest metro connection. Located near Rohini with a range of community amenities."
PROP-1134,2 BHK Builder Floor in Urban Enclave,Delhi,Rohini Sector 13,Builder Floor,2,8300000,1260,2,8,True,Fully Furnished,EV Charging; Park; Gym; Visitor Parking; Children's Play Area; Lift; CCTV; Intercom; 24x7 Security; Jogging Track,3.0,Available Now,"Fictional 2 BHK builder floor in Rohini Sector 13, Delhi. 1260 sq ft home with fully furnished interiors, dedicated parking, approximately 3.0 km from the nearest metro connection. Located near Rohini with a range of community amenities."
PROP-1135,3 BHK Apartment in The Grand Homes,Delhi,Saket,Apartment,3,12150000,1760,19,28,True,Unfurnished,Visitor Parking; Jogging Track; Community Hall; Swimming Pool; Park; EV Charging,2.2,Available in 30 Days,"Fictional 3 BHK apartment in Saket, Delhi. 1760 sq ft home with unfurnished interiors, dedicated parking, approximately 2.2 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1136,3 BHK Apartment in Delhi Residency,Delhi,Vasant Kunj,Apartment,3,11300000,1600,2,24,False,Semi-Furnished,Clubhouse; Swimming Pool; Lift; Jogging Track; Intercom; EV Charging; Visitor Parking; Children's Play Area; Power Backup,3.9,Available Now,"Fictional 3 BHK apartment in Vasant Kunj, Delhi. 1600 sq ft home with semi-furnished interiors, no dedicated parking, approximately 3.9 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1137,2 BHK Apartment in Royal Residency,Delhi,Mayur Vihar,Apartment,2,8150000,1050,1,24,True,Semi-Furnished,Lift; Intercom; CCTV; Children's Play Area; Power Backup; Community Hall; EV Charging; Clubhouse,2.2,Available in 30 Days,"Fictional 2 BHK apartment in Mayur Vihar, Delhi. 1050 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.2 km from the nearest metro connection. Located near East Delhi with a range of community amenities."
PROP-1138,3 BHK Penthouse in Capital Heights,Delhi,Greater Kailash 2,Penthouse,3,11250000,1780,8,20,True,Semi-Furnished,Power Backup; Community Hall; EV Charging; Children's Play Area; Jogging Track; Intercom; CCTV; Swimming Pool; Visitor Parking; 24x7 Security,3.7,Available Now,"Fictional 3 BHK penthouse in Greater Kailash 2, Delhi. 1780 sq ft home with semi-furnished interiors, dedicated parking, approximately 3.7 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1139,2 BHK Apartment in Park View Homes,Delhi,Janakpuri,Apartment,2,7400000,1100,7,12,True,Unfurnished,24x7 Security; Community Hall; Park; Gym; Clubhouse; Power Backup; CCTV; Lift,1.9,Available Now,"Fictional 2 BHK apartment in Janakpuri, Delhi. 1100 sq ft home with unfurnished interiors, dedicated parking, approximately 1.9 km from the nearest metro connection. Located near West Delhi with a range of community amenities."
PROP-1140,2 BHK Apartment in City Heights,Delhi,Pitampura,Apartment,2,10650000,1010,4,24,False,Unfurnished,Children's Play Area; Swimming Pool; Gym; Park; Lift; EV Charging,3.1,Available in 30 Days,"Fictional 2 BHK apartment in Pitampura, Delhi. 1010 sq ft home with unfurnished interiors, no dedicated parking, approximately 3.1 km from the nearest metro connection. Located near North West Delhi with a range of community amenities."
PROP-1141,3 BHK Penthouse in Green Court,Delhi,Dwarka Sector 6,Penthouse,3,13100000,1490,7,10,True,Fully Furnished,24x7 Security; Community Hall; Park; Jogging Track; Swimming Pool; CCTV; Intercom,1.7,Available in 30 Days,"Fictional 3 BHK penthouse in Dwarka Sector 6, Delhi. 1490 sq ft home with fully furnished interiors, dedicated parking, approximately 1.7 km from the nearest metro connection. Located near Dwarka with a range of community amenities."
PROP-1142,2 BHK Penthouse in Urban Enclave,Delhi,Dwarka Sector 10,Penthouse,2,8350000,1020,11,20,False,Unfurnished,EV Charging; Swimming Pool; Clubhouse; Intercom; Gym; Lift,2.0,Available Now,"Fictional 2 BHK penthouse in Dwarka Sector 10, Delhi. 1020 sq ft home with unfurnished interiors, no dedicated parking, approximately 2.0 km from the nearest metro connection. Located near Dwarka with a range of community amenities."
PROP-1143,2 BHK Apartment in The Grand Homes,Delhi,Rohini Sector 9,Apartment,2,6900000,1020,10,10,True,Semi-Furnished,Clubhouse; Children's Play Area; EV Charging; Community Hall; Power Backup; Lift; Jogging Track; Visitor Parking,1.5,Available Now,"Fictional 2 BHK apartment in Rohini Sector 9, Delhi. 1020 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.5 km from the nearest metro connection. Located near Rohini with a range of community amenities."
PROP-1144,3 BHK Apartment in Delhi Residency,Delhi,Rohini Sector 13,Apartment,3,12300000,1930,3,12,True,Fully Furnished,Lift; Gym; Community Hall; Visitor Parking; Intercom; Power Backup; EV Charging; Children's Play Area; Clubhouse,3.0,Available Now,"Fictional 3 BHK apartment in Rohini Sector 13, Delhi. 1930 sq ft home with fully furnished interiors, dedicated parking, approximately 3.0 km from the nearest metro connection. Located near Rohini with a range of community amenities."
PROP-1145,3 BHK Apartment in Royal Residency,Delhi,Saket,Apartment,3,13700000,1680,7,10,True,Fully Furnished,Jogging Track; Park; Power Backup; Gym; Swimming Pool; Lift,1.1,Available Now,"Fictional 3 BHK apartment in Saket, Delhi. 1680 sq ft home with fully furnished interiors, dedicated parking, approximately 1.1 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1146,2 BHK Apartment in Capital Heights,Delhi,Vasant Kunj,Apartment,2,7850000,1270,8,20,True,Fully Furnished,Power Backup; Intercom; Swimming Pool; Children's Play Area; Gym; Park; CCTV; 24x7 Security,3.0,Available Now,"Fictional 2 BHK apartment in Vasant Kunj, Delhi. 1270 sq ft home with fully furnished interiors, dedicated parking, approximately 3.0 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1147,3 BHK Apartment in Park View Homes,Delhi,Mayur Vihar,Apartment,3,10800000,1740,2,10,False,Unfurnished,Jogging Track; Park; Gym; CCTV; Clubhouse; Visitor Parking; 24x7 Security; EV Charging; Lift; Children's Play Area,2.6,Available in 60 Days,"Fictional 3 BHK apartment in Mayur Vihar, Delhi. 1740 sq ft home with unfurnished interiors, no dedicated parking, approximately 2.6 km from the nearest metro connection. Located near East Delhi with a range of community amenities."
PROP-1148,3 BHK Apartment in City Heights,Delhi,Greater Kailash 2,Apartment,3,11450000,1770,8,18,False,Semi-Furnished,CCTV; Children's Play Area; Community Hall; Park; Gym; Swimming Pool,1.7,Available in 60 Days,"Fictional 3 BHK apartment in Greater Kailash 2, Delhi. 1770 sq ft home with semi-furnished interiors, no dedicated parking, approximately 1.7 km from the nearest metro connection. Located near South Delhi with a range of community amenities."
PROP-1149,3 BHK Apartment in Green Court,Delhi,Janakpuri,Apartment,3,14000000,1880,7,12,True,Semi-Furnished,Park; CCTV; Gym; Lift; Community Hall; 24x7 Security; Intercom; EV Charging; Jogging Track,2.8,Available in 30 Days,"Fictional 3 BHK apartment in Janakpuri, Delhi. 1880 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.8 km from the nearest metro connection. Located near West Delhi with a range of community amenities."
PROP-1150,3 BHK Apartment in Urban Enclave,Delhi,Pitampura,Apartment,3,14950000,1940,2,12,True,Semi-Furnished,Children's Play Area; Community Hall; Gym; 24x7 Security; CCTV; Intercom; Park,1.9,Available Now,"Fictional 3 BHK apartment in Pitampura, Delhi. 1940 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.9 km from the nearest metro connection. Located near North West Delhi with a range of community amenities."
PROP-1151,3 BHK Apartment in Panchsheel Heights,Ghaziabad,Indirapuram,Apartment,3,8400000,1640,6,10,True,Unfurnished,Clubhouse; Park; 24x7 Security; Visitor Parking; Swimming Pool; Intercom; CCTV,2.4,Available in 30 Days,"Fictional 3 BHK apartment in Indirapuram, Ghaziabad. 1640 sq ft home with unfurnished interiors, dedicated parking, approximately 2.4 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1152,3 BHK Apartment in Royal Greens,Ghaziabad,Vaishali,Apartment,3,7650000,1520,2,10,True,Unfurnished,Gym; Swimming Pool; Children's Play Area; CCTV; Park; 24x7 Security; Lift; Intercom,2.4,Available in 30 Days,"Fictional 3 BHK apartment in Vaishali, Ghaziabad. 1520 sq ft home with unfurnished interiors, dedicated parking, approximately 2.4 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1153,3 BHK Apartment in Cedar Heights,Ghaziabad,Crossings Republik,Apartment,3,8100000,1600,16,20,True,Semi-Furnished,Jogging Track; Swimming Pool; EV Charging; Park; Children's Play Area; Intercom,4.4,Available in 60 Days,"Fictional 3 BHK apartment in Crossings Republik, Ghaziabad. 1600 sq ft home with semi-furnished interiors, dedicated parking, approximately 4.4 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1154,3 BHK Apartment in Grand Vista,Ghaziabad,Raj Nagar Extension,Apartment,3,6900000,1680,9,10,True,Semi-Furnished,CCTV; Park; Lift; EV Charging; Visitor Parking; 24x7 Security; Community Hall; Swimming Pool,6.5,Available in 30 Days,"Fictional 3 BHK apartment in Raj Nagar Extension, Ghaziabad. 1680 sq ft home with semi-furnished interiors, dedicated parking, approximately 6.5 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1155,2 BHK Apartment in Urban Homes,Ghaziabad,Kaushambi,Apartment,2,4950000,1310,5,18,True,Fully Furnished,Power Backup; CCTV; Children's Play Area; Clubhouse; Jogging Track; Gym; EV Charging; Park; Visitor Parking; Community Hall,1.2,Available Now,"Fictional 2 BHK apartment in Kaushambi, Ghaziabad. 1310 sq ft home with fully furnished interiors, dedicated parking, approximately 1.2 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1156,3 BHK Apartment in Maple Residency,Ghaziabad,Siddharth Vihar,Apartment,3,6650000,1620,12,12,True,Fully Furnished,Lift; Gym; Intercom; Community Hall; Park; Power Backup,5.5,Available Now,"Fictional 3 BHK apartment in Siddharth Vihar, Ghaziabad. 1620 sq ft home with fully furnished interiors, dedicated parking, approximately 5.5 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1157,4 BHK Apartment in Metro View,Ghaziabad,Ahinsa Khand,Apartment,4,10000000,2630,6,10,True,Semi-Furnished,Lift; Children's Play Area; Park; Power Backup; 24x7 Security; Visitor Parking; EV Charging,3.1,Available Now,"Fictional 4 BHK apartment in Ahinsa Khand, Ghaziabad. 2630 sq ft home with semi-furnished interiors, dedicated parking, approximately 3.1 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1158,2 BHK Apartment in Palm Residency,Ghaziabad,Vasundhara,Apartment,2,4300000,1220,12,28,False,Unfurnished,24x7 Security; Community Hall; Swimming Pool; Children's Play Area; Park; Jogging Track; EV Charging; Clubhouse; CCTV; Lift,3.2,Available in 60 Days,"Fictional 2 BHK apartment in Vasundhara, Ghaziabad. 1220 sq ft home with unfurnished interiors, no dedicated parking, approximately 3.2 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1159,2 BHK Apartment in Panchsheel Heights,Ghaziabad,Indirapuram,Apartment,2,5400000,1250,3,8,True,Semi-Furnished,Power Backup; Visitor Parking; Clubhouse; EV Charging; Intercom; Jogging Track; CCTV,1.4,Available Now,"Fictional 2 BHK apartment in Indirapuram, Ghaziabad. 1250 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.4 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1160,3 BHK Apartment in Royal Greens,Ghaziabad,Vaishali,Apartment,3,8100000,1810,1,8,True,Semi-Furnished,Children's Play Area; Park; Jogging Track; Intercom; CCTV; Lift,1.7,Available Now,"Fictional 3 BHK apartment in Vaishali, Ghaziabad. 1810 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.7 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1161,3 BHK Apartment in Cedar Heights,Ghaziabad,Crossings Republik,Apartment,3,8100000,1800,27,28,True,Semi-Furnished,Community Hall; Visitor Parking; Jogging Track; EV Charging; Park; Gym,5.7,Available in 30 Days,"Fictional 3 BHK apartment in Crossings Republik, Ghaziabad. 1800 sq ft home with semi-furnished interiors, dedicated parking, approximately 5.7 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1162,4 BHK Penthouse in Grand Vista,Ghaziabad,Raj Nagar Extension,Penthouse,4,9650000,2480,7,10,True,Semi-Furnished,Clubhouse; CCTV; 24x7 Security; Visitor Parking; Community Hall; Lift; Swimming Pool,5.7,Available Now,"Fictional 4 BHK penthouse in Raj Nagar Extension, Ghaziabad. 2480 sq ft home with semi-furnished interiors, dedicated parking, approximately 5.7 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1163,3 BHK Apartment in Urban Homes,Ghaziabad,Kaushambi,Apartment,3,6850000,1470,6,12,False,Unfurnished,EV Charging; 24x7 Security; Children's Play Area; Gym; Intercom; Park; Jogging Track,2.5,Available Now,"Fictional 3 BHK apartment in Kaushambi, Ghaziabad. 1470 sq ft home with unfurnished interiors, no dedicated parking, approximately 2.5 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1164,2 BHK Penthouse in Maple Residency,Ghaziabad,Siddharth Vihar,Penthouse,2,4800000,1230,8,20,True,Fully Furnished,Jogging Track; Intercom; Power Backup; Children's Play Area; Swimming Pool; EV Charging; 24x7 Security; CCTV; Lift; Visitor Parking,5.2,Available in 60 Days,"Fictional 2 BHK penthouse in Siddharth Vihar, Ghaziabad. 1230 sq ft home with fully furnished interiors, dedicated parking, approximately 5.2 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1165,3 BHK Penthouse in Metro View,Ghaziabad,Ahinsa Khand,Penthouse,3,8050000,1920,6,8,True,Fully Furnished,EV Charging; Intercom; Swimming Pool; Power Backup; Jogging Track; CCTV; Community Hall; Clubhouse; Children's Play Area; Lift,2.2,Available in 30 Days,"Fictional 3 BHK penthouse in Ahinsa Khand, Ghaziabad. 1920 sq ft home with fully furnished interiors, dedicated parking, approximately 2.2 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1166,3 BHK Apartment in Palm Residency,Ghaziabad,Vasundhara,Apartment,3,6750000,1590,2,10,False,Unfurnished,Intercom; CCTV; Visitor Parking; Children's Play Area; Power Backup; Gym; Swimming Pool; Lift; 24x7 Security,2.8,Available Now,"Fictional 3 BHK apartment in Vasundhara, Ghaziabad. 1590 sq ft home with unfurnished interiors, no dedicated parking, approximately 2.8 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1167,4 BHK Villa in Panchsheel Heights,Ghaziabad,Indirapuram,Villa,4,11950000,2070,5,28,True,Semi-Furnished,Park; Children's Play Area; Clubhouse; Visitor Parking; CCTV; Power Backup; Intercom; Swimming Pool; EV Charging,2.8,Available in 30 Days,"Fictional 4 BHK villa in Indirapuram, Ghaziabad. 2070 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.8 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1168,4 BHK Builder Floor in Royal Greens,Ghaziabad,Vaishali,Builder Floor,4,10200000,2440,5,8,True,Unfurnished,Clubhouse; Intercom; Power Backup; Children's Play Area; Gym; Community Hall; CCTV; Visitor Parking,2.1,Available in 30 Days,"Fictional 4 BHK builder floor in Vaishali, Ghaziabad. 2440 sq ft home with unfurnished interiors, dedicated parking, approximately 2.1 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1169,3 BHK Villa in Cedar Heights,Ghaziabad,Crossings Republik,Villa,3,8000000,1730,10,10,False,Semi-Furnished,Jogging Track; Intercom; Park; Visitor Parking; EV Charging; Swimming Pool; Lift; Community Hall,5.5,Available Now,"Fictional 3 BHK villa in Crossings Republik, Ghaziabad. 1730 sq ft home with semi-furnished interiors, no dedicated parking, approximately 5.5 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1170,4 BHK Apartment in Grand Vista,Ghaziabad,Raj Nagar Extension,Apartment,4,8350000,2750,4,8,True,Semi-Furnished,Children's Play Area; Clubhouse; Community Hall; Lift; Park; 24x7 Security,5.8,Available in 30 Days,"Fictional 4 BHK apartment in Raj Nagar Extension, Ghaziabad. 2750 sq ft home with semi-furnished interiors, dedicated parking, approximately 5.8 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1171,2 BHK Penthouse in Urban Homes,Ghaziabad,Kaushambi,Penthouse,2,5900000,1020,5,8,True,Semi-Furnished,Lift; 24x7 Security; Community Hall; Intercom; Gym; EV Charging; Children's Play Area,1.6,Available in 30 Days,"Fictional 2 BHK penthouse in Kaushambi, Ghaziabad. 1020 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.6 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1172,2 BHK Apartment in Maple Residency,Ghaziabad,Siddharth Vihar,Apartment,2,4900000,1280,1,8,True,Semi-Furnished,Swimming Pool; Children's Play Area; Visitor Parking; Community Hall; Intercom; Jogging Track,4.9,Available in 30 Days,"Fictional 2 BHK apartment in Siddharth Vihar, Ghaziabad. 1280 sq ft home with semi-furnished interiors, dedicated parking, approximately 4.9 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1173,2 BHK Builder Floor in Metro View,Ghaziabad,Ahinsa Khand,Builder Floor,2,5400000,990,8,8,True,Semi-Furnished,Gym; CCTV; Visitor Parking; Children's Play Area; Lift; Park; Jogging Track; Swimming Pool,2.1,Available in 30 Days,"Fictional 2 BHK builder floor in Ahinsa Khand, Ghaziabad. 990 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.1 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1174,2 BHK Villa in Palm Residency,Ghaziabad,Vasundhara,Villa,2,4550000,1010,10,10,True,Unfurnished,Park; CCTV; Clubhouse; Gym; Children's Play Area; Visitor Parking; Swimming Pool,2.4,Available Now,"Fictional 2 BHK villa in Vasundhara, Ghaziabad. 1010 sq ft home with unfurnished interiors, dedicated parking, approximately 2.4 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1175,2 BHK Apartment in Panchsheel Heights,Ghaziabad,Indirapuram,Apartment,2,4300000,1180,1,15,True,Semi-Furnished,Intercom; Visitor Parking; EV Charging; Clubhouse; Swimming Pool; Park; Power Backup; Gym; 24x7 Security; Children's Play Area,1.7,Available Now,"Fictional 2 BHK apartment in Indirapuram, Ghaziabad. 1180 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.7 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1176,3 BHK Apartment in Royal Greens,Ghaziabad,Vaishali,Apartment,3,7950000,1450,5,32,False,Semi-Furnished,Power Backup; Clubhouse; EV Charging; Visitor Parking; Jogging Track; 24x7 Security; Park; Gym,0.8,Available Now,"Fictional 3 BHK apartment in Vaishali, Ghaziabad. 1450 sq ft home with semi-furnished interiors, no dedicated parking, approximately 0.8 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1177,2 BHK Apartment in Cedar Heights,Ghaziabad,Crossings Republik,Apartment,2,6100000,1280,21,32,True,Semi-Furnished,Power Backup; Visitor Parking; EV Charging; Community Hall; CCTV; 24x7 Security; Park,5.3,Available in 30 Days,"Fictional 2 BHK apartment in Crossings Republik, Ghaziabad. 1280 sq ft home with semi-furnished interiors, dedicated parking, approximately 5.3 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1178,4 BHK Builder Floor in Grand Vista,Ghaziabad,Raj Nagar Extension,Builder Floor,4,11750000,2430,2,10,True,Semi-Furnished,Swimming Pool; Children's Play Area; 24x7 Security; Clubhouse; EV Charging; Intercom,4.7,Available Now,"Fictional 4 BHK builder floor in Raj Nagar Extension, Ghaziabad. 2430 sq ft home with semi-furnished interiors, dedicated parking, approximately 4.7 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1179,4 BHK Builder Floor in Urban Homes,Ghaziabad,Kaushambi,Builder Floor,4,12200000,2040,5,8,True,Semi-Furnished,Community Hall; Visitor Parking; Children's Play Area; Gym; 24x7 Security; EV Charging; Intercom; CCTV; Clubhouse,2.0,Available in 30 Days,"Fictional 4 BHK builder floor in Kaushambi, Ghaziabad. 2040 sq ft home with semi-furnished interiors, dedicated parking, approximately 2.0 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1180,4 BHK Apartment in Maple Residency,Ghaziabad,Siddharth Vihar,Apartment,4,10200000,2280,1,18,True,Unfurnished,Intercom; Visitor Parking; Jogging Track; Swimming Pool; EV Charging; CCTV; Lift; Power Backup,5.3,Available Now,"Fictional 4 BHK apartment in Siddharth Vihar, Ghaziabad. 2280 sq ft home with unfurnished interiors, dedicated parking, approximately 5.3 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1181,3 BHK Apartment in Metro View,Ghaziabad,Ahinsa Khand,Apartment,3,7200000,1560,7,15,False,Fully Furnished,Jogging Track; 24x7 Security; CCTV; Children's Play Area; Lift; Intercom; EV Charging; Gym,1.6,Available Now,"Fictional 3 BHK apartment in Ahinsa Khand, Ghaziabad. 1560 sq ft home with fully furnished interiors, no dedicated parking, approximately 1.6 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1182,4 BHK Apartment in Palm Residency,Ghaziabad,Vasundhara,Apartment,4,9400000,2420,13,15,False,Fully Furnished,Gym; Park; Visitor Parking; Lift; Community Hall; Jogging Track; CCTV; Clubhouse; 24x7 Security,3.2,Available Now,"Fictional 4 BHK apartment in Vasundhara, Ghaziabad. 2420 sq ft home with fully furnished interiors, no dedicated parking, approximately 3.2 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1183,4 BHK Builder Floor in Panchsheel Heights,Ghaziabad,Indirapuram,Builder Floor,4,11800000,2100,23,28,True,Fully Furnished,Gym; EV Charging; Power Backup; CCTV; Clubhouse; 24x7 Security; Lift; Intercom; Visitor Parking,2.8,Available Now,"Fictional 4 BHK builder floor in Indirapuram, Ghaziabad. 2100 sq ft home with fully furnished interiors, dedicated parking, approximately 2.8 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
PROP-1184,3 BHK Apartment in Royal Greens,Ghaziabad,Vaishali,Apartment,3,6400000,1730,3,12,True,Semi-Furnished,Park; CCTV; 24x7 Security; Clubhouse; Swimming Pool; Gym; Visitor Parking; Intercom,1.5,Available in 30 Days,"Fictional 3 BHK apartment in Vaishali, Ghaziabad. 1730 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.5 km from the nearest metro connection. Located near Vaishali with a range of community amenities."
PROP-1185,2 BHK Builder Floor in Cedar Heights,Ghaziabad,Crossings Republik,Builder Floor,2,5700000,1120,2,20,False,Semi-Furnished,Lift; CCTV; Power Backup; Park; Swimming Pool; Visitor Parking; EV Charging; 24x7 Security; Gym; Jogging Track,5.1,Available Now,"Fictional 2 BHK builder floor in Crossings Republik, Ghaziabad. 1120 sq ft home with semi-furnished interiors, no dedicated parking, approximately 5.1 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1186,2 BHK Builder Floor in Grand Vista,Ghaziabad,Raj Nagar Extension,Builder Floor,2,5150000,1340,7,8,True,Unfurnished,Children's Play Area; Lift; Power Backup; EV Charging; Gym; Community Hall; Clubhouse; Swimming Pool,5.8,Available Now,"Fictional 2 BHK builder floor in Raj Nagar Extension, Ghaziabad. 1340 sq ft home with unfurnished interiors, dedicated parking, approximately 5.8 km from the nearest metro connection. Located near Meerut Road with a range of community amenities."
PROP-1187,3 BHK Apartment in Urban Homes,Ghaziabad,Kaushambi,Apartment,3,7450000,1470,6,8,True,Semi-Furnished,Swimming Pool; 24x7 Security; Power Backup; Lift; Jogging Track; Park,1.8,Available in 30 Days,"Fictional 3 BHK apartment in Kaushambi, Ghaziabad. 1470 sq ft home with semi-furnished interiors, dedicated parking, approximately 1.8 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1188,3 BHK Apartment in Maple Residency,Ghaziabad,Siddharth Vihar,Apartment,3,8200000,1480,15,15,True,Fully Furnished,Community Hall; Intercom; 24x7 Security; EV Charging; Clubhouse; Swimming Pool; Park; Gym,3.8,Available in 30 Days,"Fictional 3 BHK apartment in Siddharth Vihar, Ghaziabad. 1480 sq ft home with fully furnished interiors, dedicated parking, approximately 3.8 km from the nearest metro connection. Located near NH-24 with a range of community amenities."
PROP-1189,4 BHK Apartment in Metro View,Ghaziabad,Ahinsa Khand,Apartment,4,10000000,2490,6,12,True,Unfurnished,Jogging Track; CCTV; Swimming Pool; Power Backup; Intercom; Lift; Park; Children's Play Area; Community Hall; EV Charging,1.4,Available Now,"Fictional 4 BHK apartment in Ahinsa Khand, Ghaziabad. 2490 sq ft home with unfurnished interiors, dedicated parking, approximately 1.4 km from the nearest metro connection. Located near Indirapuram with a range of community amenities."
